Bin:all	home_number:4534017	home_cali:0.421754042828	home_model:0.412157018615	away_number:4534017	away_cali:0.467504202124	away_model:0.371831439365	end_number:4534017	end_cali:0.1104779713	end_model:0.216011542133	kld:0.042674050397	mae:0.0702677859346
Bin:period_3-scoreDifferential_-6-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:363	home_cali:0.443526170799	home_model:0.354738275549	away_number:363	away_cali:0.520661157025	away_model:0.345478420805	end_number:363	end_cali:0.0358126721763	end_model:0.299783303266	kld:0.236539288242	mae:0.175980420853
Bin:period_2-scoreDifferential_-1-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:5538	home_cali:0.488262910798	home_model:0.403416171476	away_number:5538	away_cali:0.488082340195	away_model:0.402523072872	end_number:5538	end_cali:0.0236547490069	end_model:0.194060755892	kld:0.13748719282	mae:0.11360400451
Bin:period_1-scoreDifferential_-2-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:8897	home_cali:0.480836236934	home_model:0.449189724471	away_number:8897	away_cali:0.50590086546	away_model:0.385294762658	end_number:8897	end_cali:0.0132628976059	end_model:0.165515513231	kld:0.137032229951	mae:0.10150174363
Bin:period_2-scoreDifferential_1-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:4776	home_cali:0.450795644891	home_model:0.416114123342	away_number:4776	away_cali:0.494556113903	away_model:0.382499873726	end_number:4776	end_cali:0.054648241206	end_model:0.201386001958	kld:0.0918776341006	mae:0.0978251741596
Bin:period_3-scoreDifferential_-1-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:429	home_cali:0.20979020979	home_model:0.379530013615	away_number:429	away_cali:0.459207459207	away_model:0.338930100741	end_number:429	end_cali:0.328671328671	end_model:0.281539886081	kld:0.0659691539458	mae:0.112382868294
Bin:period_2-scoreDifferential_5-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:4	home_cali:1.0	home_model:0.482623249292	away_number:4	away_cali:0.0	away_model:0.330261141062	end_number:4	end_cali:0.0	end_model:0.187115624547	kld:0.728518947513	mae:0.344917838772
Bin:period_2-scoreDifferential_-5-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:27	home_cali:0.0740740740741	home_model:0.430780166829	away_number:27	away_cali:0.925925925926	away_model:0.336235155662	end_number:27	end_cali:0.0	end_model:0.232984676957	kld:0.807537839917	mae:0.393127179992
Bin:period_2-scoreDifferential_7-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:7	home_cali:1.0	home_model:0.325495375054	away_number:7	away_cali:0.0	away_model:0.431915313005	end_number:7	end_cali:0.0	end_model:0.242589331099	kld:1.1224070217	mae:0.44966975635
Bin:period_2-scoreDifferential_-4-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:228	home_cali:0.578947368421	home_model:0.408748342933	away_number:228	away_cali:0.315789473684	away_model:0.37289707977	end_number:228	end_cali:0.105263157895	end_model:0.21835457612	kld:0.0722398585167	mae:0.1134660166
Bin:period_3-scoreDifferential_-6-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:22	home_cali:0.409090909091	home_model:0.383346540007	away_number:22	away_cali:0.590909090909	away_model:0.339710736817	end_number:22	end_cali:0.0	end_model:0.276942727241	kld:0.353698283698	mae:0.184628483472
Bin:period_2-scoreDifferential_-5-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:37	home_cali:1.0	home_model:0.491814061597	away_number:37	away_cali:0.0	away_model:0.305253554035	end_number:37	end_cali:0.0	end_model:0.202932384369	kld:0.709654553146	mae:0.338790625602
Bin:period_2-scoreDifferential_5-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:23	home_cali:0.0	home_model:0.368782576012	away_number:23	away_cali:1.0	away_model:0.425429920787	end_number:23	end_cali:0.0	end_model:0.205787513567	kld:0.854655038638	mae:0.38304672293
Bin:period_3-scoreDifferential_-5-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:156	home_cali:0.198717948718	home_model:0.365969449091	away_number:156	away_cali:0.711538461538	away_model:0.350830183197	end_number:156	end_cali:0.0897435897436	end_model:0.283200365706	kld:0.278665249286	mae:0.240472184892
Bin:period_3-scoreDifferential_-6-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:2485	home_cali:0.211670020121	home_model:0.353699861014	away_number:2485	away_cali:0.0680080482897	away_model:0.350965942883	end_number:2485	end_cali:0.718712273642	end_model:0.295334195821	kld:0.418908135573	mae:0.282788604436
Bin:period_1-scoreDifferential_-4-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:117	home_cali:0.264957264957	home_model:0.404911885404	away_number:117	away_cali:0.735042735043	away_model:0.418583232368	end_number:117	end_cali:0.0	end_model:0.176504882992	kld:0.301499310467	mae:0.210973002038
Bin:period_3-scoreDifferential_7-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:372	home_cali:0.561827956989	home_model:0.354731156861	away_number:372	away_cali:0.231182795699	away_model:0.370277477689	end_number:372	end_cali:0.206989247312	end_model:0.274991366792	kld:0.0906511449416	mae:0.138064533866
Bin:period_3-scoreDifferential_-5-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:44	home_cali:0.227272727273	home_model:0.331767019223	away_number:44	away_cali:0.159090909091	away_model:0.371750689366	end_number:44	end_cali:0.613636363636	end_model:0.296482303264	kld:0.225367013231	mae:0.211436044199
Bin:period_3-scoreDifferential_-2-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:16026	home_cali:0.311743416947	home_model:0.365433427466	away_number:16026	away_cali:0.483464370398	away_model:0.344668328948	end_number:16026	end_cali:0.204105828029	end_model:0.289898244338	kld:0.0424458023737	mae:0.0927594894258
Bin:period_1-scoreDifferential_4-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:206	home_cali:0.21359223301	home_model:0.4310787446	away_number:206	away_cali:0.78640776699	away_model:0.390154936649	end_number:206	end_cali:0.0	end_model:0.178766322223	kld:0.40122881102	mae:0.264168554718
Bin:period_3-scoreDifferential_-4-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:4509	home_cali:0.162563761366	home_model:0.359492592832	away_number:4509	away_cali:0.24750499002	away_model:0.341579349554	end_number:4509	end_cali:0.589487691284	end_model:0.298928058428	kld:0.191544214381	mae:0.193854274619
Bin:period_3-scoreDifferential_5-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:2926	home_cali:0.124060150376	home_model:0.351884174713	away_number:2926	away_cali:0.327067669173	away_model:0.339263543415	end_number:2926	end_cali:0.545796308954	end_model:0.308852282213	kld:0.169455888537	mae:0.158987975107
Bin:period_2-scoreDifferential_-3-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:2505	home_cali:0.261477045908	home_model:0.389366830936	away_number:2505	away_cali:0.639520958084	away_model:0.406885067946	end_number:2505	end_cali:0.099001996008	end_model:0.20374810086	kld:0.113616241954	mae:0.155090593339
Bin:period_3-scoreDifferential_0-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:497	home_cali:0.420523138833	home_model:0.379406925778	away_number:497	away_cali:0.442655935614	away_model:0.351674445618	end_number:497	end_cali:0.136820925553	end_model:0.268918627614	kld:0.0526622405958	mae:0.0880651350372
Bin:period_1-scoreDifferential_-3-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:16	home_cali:0.8125	home_model:0.470700666308	away_number:16	away_cali:0.1875	away_model:0.358816802502	end_number:16	end_cali:0.0	end_model:0.170482532121	kld:0.321844798639	mae:0.227866222772
Bin:period_2-scoreDifferential_-3-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:1559	home_cali:0.559974342527	home_model:0.426125881982	away_number:1559	away_cali:0.425272610648	away_model:0.378833949518	end_number:1559	end_cali:0.0147530468249	end_model:0.195040168959	kld:0.164046978943	mae:0.120191414603
Bin:period_3-scoreDifferential_5-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:45	home_cali:0.0	home_model:0.385076195664	away_number:45	away_cali:0.777777777778	away_model:0.349763718579	end_number:45	end_cali:0.222222222222	end_model:0.265160080791	kld:0.582329933091	mae:0.285342704477
Bin:period_2-scoreDifferential_-6-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:43	home_cali:1.0	home_model:0.407978588065	away_number:43	away_cali:0.0	away_model:0.370943305797	end_number:43	end_cali:0.0	end_model:0.221078103018	kld:0.896540581776	mae:0.39468094025
Bin:period_3-scoreDifferential_-1-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:2734	home_cali:0.390636430139	home_model:0.39577491098	away_number:2734	away_cali:0.351133869788	away_model:0.337252194821	end_number:2734	end_cali:0.258229700073	end_model:0.266972894297	kld:0.000460110076929	mae:0.00925445001072
Bin:period_3-scoreDifferential_7-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:1	home_cali:0.0	home_model:0.302170366049	away_number:1	away_cali:1.0	away_model:0.384815335274	end_number:1	end_cali:0.0	end_model:0.31301432848	kld:0.954991703968	mae:0.410123119752
Bin:period_1-scoreDifferential_0-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:29312	home_cali:0.402872543668	home_model:0.444566571966	away_number:29312	away_cali:0.594500545852	away_model:0.408961232794	end_number:29312	end_cali:0.00262691048035	end_model:0.146472195787	kld:0.172165814918	mae:0.123692875554
Bin:period_3-scoreDifferential_-5-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:2606	home_cali:0.132770529547	home_model:0.359294128493	away_number:2606	away_cali:0.388718342287	away_model:0.33804146719	end_number:2606	end_cali:0.477743668457	end_model:0.302664404202	kld:0.140189055875	mae:0.150759912766
Bin:period_1-scoreDifferential_-3-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:160	home_cali:0.5625	home_model:0.398107319139	away_number:160	away_cali:0.4375	away_model:0.43152496703	end_number:160	end_cali:0.0	end_model:0.170367718767	kld:0.20045531181	mae:0.113578477533
Bin:period_2-scoreDifferential_0-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:30745	home_cali:0.462123922589	home_model:0.419978161351	away_number:30745	away_cali:0.515856236786	away_model:0.373169958947	end_number:30745	end_cali:0.0220198406245	end_model:0.206851879458	kld:0.161898568351	mae:0.123221359304
Bin:period_1-scoreDifferential_-2-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:1850	home_cali:0.30972972973	home_model:0.416780876072	away_number:1850	away_cali:0.69027027027	away_model:0.424424047786	end_number:1850	end_cali:0.0	end_model:0.158795076622	kld:0.243766515092	mae:0.17723081515
Bin:period_3-scoreDifferential_-5-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:95	home_cali:0.0	home_model:0.404113439196	away_number:95	away_cali:0.757894736842	away_model:0.328320157685	end_number:95	end_cali:0.242105263158	end_model:0.267566404531	kld:0.609811486457	mae:0.286383053242
Bin:period_2-scoreDifferential_5-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:1688	home_cali:0.484597156398	home_model:0.403942213398	away_number:1688	away_cali:0.472748815166	away_model:0.370607335862	end_number:1688	end_cali:0.042654028436	end_model:0.225450450908	kld:0.132278011871	mae:0.121864281592
Bin:period_1-scoreDifferential_-4-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:8	home_cali:0.0	home_model:0.365782830864	away_number:8	away_cali:1.0	away_model:0.45986212045	end_number:8	end_cali:0.0	end_model:0.174355048686	kld:0.776828568213	mae:0.3600919197
Bin:period_2-scoreDifferential_1-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:2459	home_cali:0.471329808865	home_model:0.388313514181	away_number:2459	away_cali:0.502643350956	away_model:0.412881508415	end_number:2459	end_cali:0.0260268401789	end_model:0.198804978174	kld:0.137280259442	mae:0.115185425073
Bin:period_2-scoreDifferential_1-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:63907	home_cali:0.460732001189	home_model:0.41642214722	away_number:63907	away_cali:0.480213435148	away_model:0.375174524948	end_number:63907	end_cali:0.0590545636628	end_model:0.208403327819	kld:0.090654811878	mae:0.0995658427751
Bin:period_2-scoreDifferential_0-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:14192	home_cali:0.535512965051	home_model:0.403543297643	away_number:14192	away_cali:0.443700676437	away_model:0.40573152296	end_number:14192	end_cali:0.0207863585118	end_model:0.190725179548	kld:0.145137820849	mae:0.113292547307
Bin:period_4-scoreDifferential_0-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:7204	home_cali:0.289144919489	home_model:0.326780884218	away_number:7204	away_cali:0.200583009439	away_model:0.333974017952	end_number:7204	end_cali:0.490838423098	end_model:0.339245098005	kld:0.0436673069422	mae:0.107540099445
Bin:period_1-scoreDifferential_1-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:54538	home_cali:0.487146576699	home_model:0.451301400913	away_number:54538	away_cali:0.498404781987	away_model:0.389173741768	end_number:54538	end_cali:0.0144486413143	end_model:0.159524857379	kld:0.125831297111	mae:0.0967174773564
Bin:period_2-scoreDifferential_0-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:3250	home_cali:0.443692307692	home_model:0.438514281007	away_number:3250	away_cali:0.503692307692	away_model:0.362195344233	end_number:3250	end_cali:0.0526153846154	end_model:0.199290375888	kld:0.101246310744	mae:0.0977833271393
Bin:period_3-scoreDifferential_1-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:1279	home_cali:0.371383893667	home_model:0.406402418234	away_number:1279	away_cali:0.398749022674	away_model:0.330407211623	end_number:1279	end_cali:0.229867083659	end_model:0.263190371623	kld:0.010384271992	mae:0.0455612078608
Bin:period_3-scoreDifferential_6-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:92	home_cali:0.119565217391	home_model:0.353523735767	away_number:92	away_cali:0.163043478261	away_model:0.373570787842	end_number:92	end_cali:0.717391304348	end_model:0.272905481412	kld:0.428558663965	mae:0.296323883631
Bin:period_2-scoreDifferential_3-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:1246	home_cali:0.284911717496	home_model:0.408189667673	away_number:1246	away_cali:0.602728731942	away_model:0.386477074166	end_number:1246	end_cali:0.112359550562	end_model:0.205333258389	kld:0.0976637245641	mae:0.144167771927
Bin:period_3-scoreDifferential_-6-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:127	home_cali:0.251968503937	home_model:0.379753752722	away_number:127	away_cali:0.188976377953	away_model:0.337630686797	end_number:127	end_cali:0.551181102362	end_model:0.282615559073	kld:0.155144667212	mae:0.181668366973
Bin:period_1-scoreDifferential_-1-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:425	home_cali:0.475294117647	home_model:0.45353486559	away_number:425	away_cali:0.52	away_model:0.390007001021	end_number:425	end_cali:0.00470588235294	end_model:0.156458131601	kld:0.155369119179	mae:0.101168166761
Bin:period_1-scoreDifferential_-4-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:6	home_cali:0.0	home_model:0.386535301805	away_number:6	away_cali:1.0	away_model:0.450410614411	end_number:6	end_cali:0.0	end_model:0.163054076334	kld:0.797595631431	mae:0.366392921242
Bin:period_2-scoreDifferential_0-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:56202	home_cali:0.505106579837	home_model:0.412846213088	away_number:56202	away_cali:0.471210988933	away_model:0.383123937288	end_number:56202	end_cali:0.0236824312302	end_model:0.204029849647	kld:0.148392122341	mae:0.12023161227
Bin:period_3-scoreDifferential_4-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:532	home_cali:0.152255639098	home_model:0.331819889801	away_number:532	away_cali:0.298872180451	away_model:0.375357317465	end_number:532	end_cali:0.543233082707	end_model:0.29282279139	kld:0.148988554288	mae:0.168819893011
Bin:period_3-scoreDifferential_7-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:492	home_cali:0.337398373984	home_model:0.356189440663	away_number:492	away_cali:0.243902439024	away_model:0.340093965029	end_number:492	end_cali:0.416666666667	end_model:0.303716595216	kld:0.0323737720573	mae:0.0759775547114
Bin:period_3-scoreDifferential_4-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:6394	home_cali:0.134501094776	home_model:0.365781480815	away_number:6394	away_cali:0.310760087582	away_model:0.348322895012	end_number:6394	end_cali:0.553331248045	end_model:0.285895624029	kld:0.195357332868	mae:0.178759605828
Bin:period_2-scoreDifferential_-4-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:4194	home_cali:0.394611349547	home_model:0.41072843583	away_number:4194	away_cali:0.506676204101	away_model:0.373690511159	end_number:4194	end_cali:0.0987124463519	end_model:0.215581053473	kld:0.0613511359732	mae:0.088657128782
Bin:period_1-scoreDifferential_5-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:66	home_cali:0.0151515151515	home_model:0.397679308712	away_number:66	away_cali:0.984848484848	away_model:0.435847843235	end_number:66	end_cali:0.0	end_model:0.166472864619	kld:0.753334908534	mae:0.366000433264
Bin:period_4-scoreDifferential_0-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:35	home_cali:0.371428571429	home_model:0.322604027816	away_number:35	away_cali:0.0571428571429	away_model:0.341840646097	end_number:35	end_cali:0.571428571429	end_model:0.335555332899	kld:0.254330682021	mae:0.189798523699
Bin:period_1-scoreDifferential_3-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:1328	home_cali:0.34186746988	home_model:0.444636754153	away_number:1328	away_cali:0.65813253012	away_model:0.386875630772	end_number:1328	end_cali:0.0	end_model:0.168487615317	kld:0.259813246877	mae:0.18083793298
Bin:period_2-scoreDifferential_5-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:38	home_cali:0.184210526316	home_model:0.421615573921	away_number:38	away_cali:0.815789473684	away_model:0.376693147578	end_number:38	end_cali:0.0	end_model:0.201691280462	kld:0.477852227214	mae:0.292730884725
Bin:period_2-scoreDifferential_-5-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:9	home_cali:0.0	home_model:0.40511115392	away_number:9	away_cali:1.0	away_model:0.377725935645	end_number:9	end_cali:0.0	end_model:0.217162895534	kld:0.973586379878	mae:0.41484937127
Bin:period_2-scoreDifferential_-2-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:1310	home_cali:0.493893129771	home_model:0.422037799031	away_number:1310	away_cali:0.486259541985	away_model:0.374337741619	end_number:1310	end_cali:0.0198473282443	end_model:0.203624459601	kld:0.158641033996	mae:0.122518087487
Bin:period_2-scoreDifferential_6-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:24	home_cali:1.0	home_model:0.325980334232	away_number:24	away_cali:0.0	away_model:0.450231657674	end_number:24	end_cali:0.0	end_model:0.223788010577	kld:1.12091821941	mae:0.449346444673
Bin:period_3-scoreDifferential_3-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:1088	home_cali:0.321691176471	home_model:0.36205000822	away_number:1088	away_cali:0.0652573529412	away_model:0.351784533054	end_number:1088	end_cali:0.606617647059	end_model:0.286165458506	kld:0.307810580897	mae:0.215779400138
Bin:period_3-scoreDifferential_-5-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:3697	home_cali:0.225317825264	home_model:0.37061818648	away_number:3697	away_cali:0.203137679199	away_model:0.334973764542	end_number:3697	end_cali:0.571003516365	end_model:0.294408049534	kld:0.164514302037	mae:0.184577304463
Bin:period_3-scoreDifferential_-2-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:1786	home_cali:0.445128779395	home_model:0.347531978921	away_number:1786	away_cali:0.418812989922	away_model:0.376512940093	end_number:1786	end_cali:0.136058230683	end_model:0.275955080919	kld:0.058550077221	mae:0.0932645668464
Bin:period_4-scoreDifferential_0-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:24	home_cali:0.458333333333	home_model:0.332238751774	away_number:24	away_cali:0.125	away_model:0.340220862379	end_number:24	end_cali:0.375	end_model:0.327540397695	kld:0.0730483131742	mae:0.129591682081
Bin:period_1-scoreDifferential_-3-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:19	home_cali:0.631578947368	home_model:0.484375916029	away_number:19	away_cali:0.210526315789	away_model:0.350124591275	end_number:19	end_cali:0.157894736842	end_model:0.165499494264	kld:0.0530793487965	mae:0.0981353547489
Bin:period_2-scoreDifferential_-2-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:349	home_cali:0.458452722063	home_model:0.408175572006	away_number:349	away_cali:0.492836676218	away_model:0.385133490265	end_number:349	end_cali:0.0487106017192	end_model:0.206690935146	kld:0.104378496209	mae:0.105320223145
Bin:period_3-scoreDifferential_1-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:4685	home_cali:0.376520811099	home_model:0.383044410417	away_number:4685	away_cali:0.388046958378	away_model:0.344749883065	end_number:4685	end_cali:0.234791889007	end_model:0.272205706928	kld:0.00472503263581	mae:0.0290781641836
Bin:period_1-scoreDifferential_2-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:114	home_cali:0.570175438596	home_model:0.457361245103	away_number:114	away_cali:0.429824561404	away_model:0.38525796198	end_number:114	end_cali:0.0	end_model:0.157380795335	kld:0.172757201572	mae:0.104920529417
Bin:period_3-scoreDifferential_-4-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:89	home_cali:0.404494382022	home_model:0.37583179751	away_number:89	away_cali:0.348314606742	away_model:0.338359738334	end_number:89	end_cali:0.247191011236	end_model:0.285808469981	kld:0.0039462939796	mae:0.0257449705551
Bin:period_2-scoreDifferential_1-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:21408	home_cali:0.426476083707	home_model:0.414168827012	away_number:21408	away_cali:0.530035500747	away_model:0.378405611698	end_number:21408	end_cali:0.0434884155456	end_model:0.207425560807	kld:0.123157280478	mae:0.109291430336
Bin:period_2-scoreDifferential_-3-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:107	home_cali:0.710280373832	home_model:0.420736628715	away_number:107	away_cali:0.261682242991	away_model:0.368371764633	end_number:107	end_cali:0.0280373831776	end_model:0.21089160122	kld:0.225880965609	mae:0.193029161601
Bin:period_2-scoreDifferential_4-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:25	home_cali:0.32	home_model:0.420562568903	away_number:25	away_cali:0.48	away_model:0.361121871471	end_number:25	end_cali:0.2	end_model:0.218315569162	kld:0.0316219230662	mae:0.0792520888646
Bin:period_2-scoreDifferential_3-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:702	home_cali:0.569800569801	home_model:0.414198072208	away_number:702	away_cali:0.403133903134	away_model:0.385996070874	end_number:702	end_cali:0.0270655270655	end_model:0.199805858808	kld:0.145139882166	mae:0.115160220532
Bin:period_1-scoreDifferential_-4-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:66	home_cali:0.0757575757576	home_model:0.361657842091	away_number:66	away_cali:0.924242424242	away_model:0.464586560022	end_number:66	end_cali:0.0	end_model:0.173755596759	kld:0.517297216347	mae:0.306437242437
Bin:period_3-scoreDifferential_3-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:1893	home_cali:0.302694136292	home_model:0.358120615843	away_number:1893	away_cali:0.341257263603	away_model:0.365986422696	end_number:1893	end_cali:0.352879027998	end_model:0.275892961674	kld:0.0120765455997	mae:0.0523805683228
Bin:period_3-scoreDifferential_-2-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:26621	home_cali:0.473498365952	home_model:0.363579458312	away_number:26621	away_cali:0.293565230457	away_model:0.346474113198	end_number:26621	end_cali:0.232448067315	end_model:0.289946428556	kld:0.0250508539015	mae:0.0734420505401
Bin:period_2-scoreDifferential_6-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:86	home_cali:1.0	home_model:0.423460994349	away_number:86	away_cali:0.0	away_model:0.362048606886	end_number:86	end_cali:0.0	end_model:0.214490392007	kld:0.859293867804	mae:0.384359334848
Bin:period_2-scoreDifferential_-1-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:22368	home_cali:0.412330114449	home_model:0.419685555919	away_number:22368	away_cali:0.543812589413	away_model:0.372057629567	end_number:22368	end_cali:0.0438572961373	end_model:0.20825681427	kld:0.130794431785	mae:0.114503306483
Bin:period_3-scoreDifferential_-1-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:47157	home_cali:0.36719893123	home_model:0.367250060568	away_number:47157	away_cali:0.355175265602	away_model:0.345143558832	end_number:47157	end_cali:0.277371334054	end_model:0.287606380575	kld:7.42464458926e-05	mae:0.00677262754279
Bin:period_2-scoreDifferential_2-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:1241	home_cali:0.351329572925	home_model:0.405982686809	away_number:1241	away_cali:0.634165995165	away_model:0.395458099272	end_number:1241	end_cali:0.0145044319098	end_model:0.198559214087	kld:0.21074494047	mae:0.159138597318
Bin:period_2-scoreDifferential_7-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:253	home_cali:1.0	home_model:0.395683189744	away_number:253	away_cali:0.0	away_model:0.367048490896	end_number:253	end_cali:0.0	end_model:0.23726831995	kld:0.927141409398	mae:0.402877873701
Bin:period_2-scoreDifferential_-1-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:5289	home_cali:0.509359047079	home_model:0.407725776452	away_number:5289	away_cali:0.406504065041	away_model:0.387644258885	end_number:5289	end_cali:0.0841368878805	end_model:0.204629965207	kld:0.0578960791645	mae:0.0803287180363
Bin:period_1-scoreDifferential_1-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:4805	home_cali:0.470551508845	home_model:0.452142610516	away_number:4805	away_cali:0.505723204995	away_model:0.395300026227	end_number:4805	end_cali:0.0237252861602	end_model:0.152557362177	kld:0.0992080389559	mae:0.0858880510377
Bin:period_2-scoreDifferential_-5-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:308	home_cali:0.363636363636	home_model:0.391365062881	away_number:308	away_cali:0.636363636364	away_model:0.39262181131	end_number:308	end_cali:0.0	end_model:0.216013129153	kld:0.280592501943	mae:0.162494551151
Bin:period_3-scoreDifferential_-7-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:520	home_cali:0.476923076923	home_model:0.355569206465	away_number:520	away_cali:0.209615384615	away_model:0.353927892447	end_number:520	end_cali:0.311538461538	end_model:0.290502901719	kld:0.0520203822023	mae:0.0955673127029
Bin:period_2-scoreDifferential_-7-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:25	home_cali:1.0	home_model:0.517629947662	away_number:25	away_cali:0.0	away_model:0.286593617201	end_number:25	end_cali:0.0	end_model:0.195776425004	kld:0.658494674426	mae:0.321580031514
Bin:period_3-scoreDifferential_-5-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:141	home_cali:0.13475177305	home_model:0.345655691328	away_number:141	away_cali:0.276595744681	away_model:0.373117201929	end_number:141	end_cali:0.58865248227	end_model:0.281227110548	kld:0.225089653265	mae:0.204950249082
Bin:period_3-scoreDifferential_-6-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:452	home_cali:0.431415929204	home_model:0.372122664697	away_number:452	away_cali:0.515486725664	away_model:0.331179172724	end_number:452	end_cali:0.0530973451327	end_model:0.296698161393	kld:0.200503927868	mae:0.162400544569
Bin:period_1-scoreDifferential_4-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:116	home_cali:0.224137931034	home_model:0.42943688739	away_number:116	away_cali:0.775862068966	away_model:0.400328832197	end_number:116	end_cali:0.0	end_model:0.170234280671	kld:0.367641549386	mae:0.250355491265
Bin:period_2-scoreDifferential_-7-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:23	home_cali:1.0	home_model:0.321345067543	away_number:23	away_cali:0.0	away_model:0.435312298329	end_number:23	end_cali:0.0	end_model:0.243342629593	kld:1.13523975198	mae:0.452436620127
