Bin:all	home_number:4534017	home_cali:0.421754042828	home_model:0.412157018615	away_number:4534017	away_cali:0.467504202124	away_model:0.371831439365	end_number:4534017	end_cali:0.1104779713	end_model:0.216011542133	kld:0.042674050397	mae:0.0702677859346
Bin:period_1-scoreDifferential_-3-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:181	home_cali:0.237569060773	home_model:0.415138082939	away_number:181	away_cali:0.602209944751	away_model:0.418679402184	end_number:181	end_cali:0.160220994475	end_model:0.166182513148	kld:0.0804505772404	mae:0.122353694469
Bin:period_1-scoreDifferential_3-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:88	home_cali:0.488636363636	home_model:0.476957178929	away_number:88	away_cali:0.409090909091	away_model:0.354119428518	end_number:88	end_cali:0.102272727273	end_model:0.168923392723	kld:0.0195334562116	mae:0.0444337769101
Bin:period_1-scoreDifferential_2-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:153	home_cali:0.581699346405	home_model:0.445734476147	away_number:153	away_cali:0.418300653595	away_model:0.394080217173	end_number:153	end_cali:0.0	end_model:0.160185308384	kld:0.179815930121	mae:0.106790205021
Bin:period_1-scoreDifferential_1-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:493	home_cali:0.411764705882	home_model:0.449481791161	away_number:493	away_cali:0.553752535497	away_model:0.395420021266	end_number:493	end_cali:0.0344827586207	end_model:0.155098187074	kld:0.0985502440095	mae:0.105555009321
Bin:period_2-scoreDifferential_4-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:4672	home_cali:0.391909246575	home_model:0.410709426273	away_number:4672	away_cali:0.488655821918	away_model:0.371860101334	end_number:4672	end_cali:0.119434931507	end_model:0.217430472049	kld:0.0435542633885	mae:0.0778638136076
Bin:period_3-scoreDifferential_-3-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:13681	home_cali:0.402236678605	home_model:0.362200650934	away_number:13681	away_cali:0.135224033331	away_model:0.344284978731	end_number:13681	end_cali:0.459980995541	end_model:0.293514370151	kld:0.122449995717	mae:0.138521199487
Bin:period_3-scoreDifferential_7-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:38	home_cali:0.0	home_model:0.276052347924	away_number:38	away_cali:0.184210526316	away_model:0.397684352963	end_number:38	end_cali:0.815789473684	end_model:0.326263300682	kld:0.605866949039	mae:0.326350782524
Bin:period_2-scoreDifferential_-4-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:2868	home_cali:0.322524407252	home_model:0.418827201316	away_number:2868	away_cali:0.46059972106	away_model:0.364427933609	end_number:2868	end_cali:0.216875871688	end_model:0.216744864308	kld:0.0237347086766	mae:0.0642018629648
Bin:period_3-scoreDifferential_-7-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:30	home_cali:1.0	home_model:0.43668281436	away_number:30	away_cali:0.0	away_model:0.309241946538	end_number:30	end_cali:0.0	end_model:0.254075233142	kld:0.828548168292	mae:0.37554478844
Bin:period_3-scoreDifferential_-4-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:622	home_cali:0.225080385852	home_model:0.328196716031	away_number:622	away_cali:0.245980707395	away_model:0.387007865516	end_number:622	end_cali:0.528938906752	end_model:0.284795416465	kld:0.131100270142	mae:0.162762326195
Bin:period_2-scoreDifferential_3-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:3125	home_cali:0.52	home_model:0.427794035549	away_number:3125	away_cali:0.46144	away_model:0.381597525042	end_number:3125	end_cali:0.01856	end_model:0.190608439737	kld:0.145933979214	mae:0.114698959715
Bin:period_3-scoreDifferential_-7-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:121	home_cali:0.99173553719	home_model:0.465588301667	away_number:121	away_cali:0.0	away_model:0.281947658728	end_number:121	end_cali:0.00826446280992	end_model:0.252464031785	kld:0.72164677924	mae:0.350764821076
Bin:period_2-scoreDifferential_-1-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:4516	home_cali:0.46545615589	home_model:0.431010740747	away_number:4516	away_cali:0.510850310009	away_model:0.366626397792	end_number:4516	end_cali:0.023693534101	end_model:0.202362862131	kld:0.154433272949	mae:0.11911288513
Bin:period_1-scoreDifferential_5-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:39	home_cali:0.0	home_model:0.443268762185	away_number:39	away_cali:1.0	away_model:0.38596961055	end_number:39	end_cali:0.0	end_model:0.170761626118	kld:0.95199663735	mae:0.409353592584
Bin:period_2-scoreDifferential_4-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:853	home_cali:0.249706916764	home_model:0.441747271878	away_number:853	away_cali:0.750293083236	away_model:0.352397527209	end_number:853	end_cali:0.0	end_model:0.205855199945	kld:0.424554184868	mae:0.265263703695
Bin:period_1-scoreDifferential_1-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:4654	home_cali:0.383970777826	home_model:0.432111882336	away_number:4654	away_cali:0.602277610657	away_model:0.415545815106	end_number:4654	end_cali:0.013751611517	end_model:0.152342301763	kld:0.145094484388	mae:0.124487863436
Bin:period_4-scoreDifferential_1-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:1	home_cali:0.0	home_model:0.224786236882	away_number:1	away_cali:0.0	away_model:0.515052855015	end_number:1	end_cali:1.0	end_model:0.260160893202	kld:1.34645501481	mae:0.493226066232
Bin:period_3-scoreDifferential_2-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:15213	home_cali:0.535134424505	home_model:0.37618162077	away_number:15213	away_cali:0.305922566226	away_model:0.348325194786	end_number:15213	end_cali:0.158877276014	end_model:0.275493184892	kld:0.0614448666825	mae:0.105990447058
Bin:period_2-scoreDifferential_6-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:7	home_cali:1.0	home_model:0.429164286171	away_number:7	away_cali:0.0	away_model:0.360732802323	end_number:7	end_cali:0.0	end_model:0.210102924279	kld:0.845915477519	mae:0.38055714681
Bin:period_1-scoreDifferential_-5-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:17	home_cali:0.0	home_model:0.460181918214	away_number:17	away_cali:1.0	away_model:0.361254308154	end_number:17	end_cali:0.0	end_model:0.178563775385	kld:1.01817310951	mae:0.425830461815
Bin:period_1-scoreDifferential_4-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:89	home_cali:0.202247191011	home_model:0.450573162082	away_number:89	away_cali:0.797752808989	away_model:0.37086894472	end_number:89	end_cali:0.0	end_model:0.17855788985	kld:0.449032762934	mae:0.28458924173
Bin:period_3-scoreDifferential_-5-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:1212	home_cali:0.124587458746	home_model:0.356634578591	away_number:1212	away_cali:0.310231023102	away_model:0.337476812082	end_number:1212	end_cali:0.565181518152	end_model:0.305888607778	kld:0.189835394981	mae:0.172861939733
Bin:period_2-scoreDifferential_4-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:313	home_cali:0.399361022364	home_model:0.402827624505	away_number:313	away_cali:0.600638977636	away_model:0.379557572519	end_number:313	end_cali:0.0	end_model:0.217614804927	kld:0.272234293622	mae:0.147387604062
Bin:period_1-scoreDifferential_3-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:466	home_cali:0.461373390558	home_model:0.487553443232	away_number:466	away_cali:0.364806866953	away_model:0.353035623655	end_number:466	end_cali:0.173819742489	end_model:0.159410934807	kld:0.00154233098838	mae:0.0174533678845
Bin:period_3-scoreDifferential_2-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:2886	home_cali:0.437283437283	home_model:0.352111312379	away_number:2886	away_cali:0.407484407484	away_model:0.371415157586	end_number:2886	end_cali:0.154885654886	end_model:0.276473528238	kld:0.0427520383227	mae:0.0809430827181
Bin:period_2-scoreDifferential_6-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:21	home_cali:0.0	home_model:0.429088696128	away_number:21	away_cali:1.0	away_model:0.345846800577	end_number:21	end_cali:0.0	end_model:0.225064502586	kld:1.06175937042	mae:0.436102132712
Bin:period_2-scoreDifferential_2-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:17746	home_cali:0.464724444945	home_model:0.413730030531	away_number:17746	away_cali:0.505015214696	away_model:0.379655328414	end_number:17746	end_cali:0.0302603403584	end_model:0.206614641098	kld:0.139978072067	mae:0.117569533812
Bin:period_2-scoreDifferential_-4-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:28	home_cali:0.321428571429	home_model:0.376546308398	away_number:28	away_cali:0.214285714286	away_model:0.412120055939	end_number:28	end_cali:0.464285714286	end_model:0.211333620761	kld:0.174406760279	mae:0.168634724049
Bin:period_3-scoreDifferential_-4-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:762	home_cali:0.212598425197	home_model:0.371101830184	away_number:762	away_cali:0.154855643045	away_model:0.337999310432	end_number:762	end_cali:0.631233595801	end_model:0.290898860811	kld:0.249711721805	mae:0.227327269121
Bin:period_1-scoreDifferential_-3-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:2477	home_cali:0.352846184901	home_model:0.440570485342	away_number:2477	away_cali:0.647153815099	away_model:0.389540031923	end_number:2477	end_cali:0.0	end_model:0.169889482826	kld:0.250161173135	mae:0.171742522147
Bin:period_3-scoreDifferential_-2-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:1599	home_cali:0.330831769856	home_model:0.386882054332	away_number:1599	away_cali:0.502814258912	away_model:0.345826851028	end_number:1599	end_cali:0.165728580363	end_model:0.267291095534	kld:0.0572001024828	mae:0.104866735844
Bin:period_2-scoreDifferential_6-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:46	home_cali:1.0	home_model:0.392629048099	away_number:46	away_cali:0.0	away_model:0.389196321368	end_number:46	end_cali:0.0	end_model:0.218174633125	kld:0.934890006413	mae:0.404913968798
Bin:period_3-scoreDifferential_-7-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:48	home_cali:1.0	home_model:0.43730896463	away_number:48	away_cali:0.0	away_model:0.312915358072	end_number:48	end_cali:0.0	end_model:0.249775686612	kld:0.827115316423	mae:0.375127360018
Bin:period_1-scoreDifferential_-3-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:1409	home_cali:0.334279630944	home_model:0.443183084174	away_number:1409	away_cali:0.665720369056	away_model:0.385375757053	end_number:1409	end_cali:0.0	end_model:0.171441157641	kld:0.269648050928	mae:0.186896407625
Bin:period_3-scoreDifferential_-4-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:3117	home_cali:0.156881616939	home_model:0.36114475306	away_number:3117	away_cali:0.276547962785	away_model:0.343624396673	end_number:3117	end_cali:0.565928777671	end_model:0.295230850902	kld:0.177393450271	mae:0.180679165593
Bin:period_2-scoreDifferential_-6-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:351	home_cali:0.182336182336	home_model:0.409083745758	away_number:351	away_cali:0.561253561254	away_model:0.364296306232	end_number:351	end_cali:0.25641025641	end_model:0.226619952451	kld:0.126904506278	mae:0.151165040801
Bin:period_1-scoreDifferential_-1-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:48961	home_cali:0.44568125651	home_model:0.454562091347	away_number:48961	away_cali:0.542697248831	away_model:0.38599458951	end_number:48961	end_cali:0.011621494659	end_model:0.159443319345	kld:0.14568403379	mae:0.104468439614
Bin:period_2-scoreDifferential_-5-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:143	home_cali:0.188811188811	home_model:0.408146775477	away_number:143	away_cali:0.811188811189	away_model:0.375199579901	end_number:143	end_cali:0.0	end_model:0.216653644934	kld:0.479910598953	mae:0.29065948763
Bin:period_2-scoreDifferential_-5-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:57	home_cali:0.0	home_model:0.417718312719	away_number:57	away_cali:1.0	away_model:0.369897795874	end_number:57	end_cali:0.0	end_model:0.212383888531	kld:0.994528534436	mae:0.420068135126
Bin:period_2-scoreDifferential_6-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:28	home_cali:1.0	home_model:0.503800021751	away_number:28	away_cali:0.0	away_model:0.291337810457	end_number:28	end_cali:0.0	end_model:0.204862161406	kld:0.685575867537	mae:0.330799983371
Bin:period_3-scoreDifferential_-5-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:667	home_cali:0.286356821589	home_model:0.384974725511	away_number:667	away_cali:0.241379310345	away_model:0.347985680001	end_number:667	end_cali:0.472263868066	end_model:0.267039594426	kld:0.0962182473934	mae:0.136816182406
Bin:period_2-scoreDifferential_6-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:17	home_cali:0.0	home_model:0.454406892552	away_number:17	away_cali:1.0	away_model:0.325174470158	end_number:17	end_cali:0.0	end_model:0.220418638166	kld:1.12339340497	mae:0.449883686853
Bin:period_2-scoreDifferential_7-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:2	home_cali:1.0	home_model:0.337346419692	away_number:2	away_cali:0.0	away_model:0.411485701799	end_number:2	end_cali:0.0	end_model:0.251167878509	kld:1.08664492054	mae:0.441769053539
Bin:period_3-scoreDifferential_3-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:22893	home_cali:0.260341589132	home_model:0.357096433377	away_number:22893	away_cali:0.362730965797	away_model:0.345565095098	end_number:22893	end_cali:0.374306556589	end_model:0.297338471787	kld:0.0214813231722	mae:0.0636295999154
Bin:period_2-scoreDifferential_-3-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:3809	home_cali:0.501443948543	home_model:0.426910762503	away_number:3809	away_cali:0.488054607509	away_model:0.375702073353	end_number:3809	end_cali:0.0105014439485	end_model:0.197387163471	kld:0.177573295108	mae:0.124590479906
Bin:period_2-scoreDifferential_0-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:30237	home_cali:0.477428316301	home_model:0.415501652952	away_number:30237	away_cali:0.498594437279	away_model:0.37801306115	end_number:30237	end_cali:0.0239772464199	end_model:0.206485285923	kld:0.152744892416	mae:0.121672026327
Bin:period_2-scoreDifferential_3-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:1144	home_cali:0.558566433566	home_model:0.415792503818	away_number:1144	away_cali:0.422202797203	away_model:0.382829275008	end_number:1144	end_cali:0.0192307692308	end_model:0.201378220015	kld:0.161047106011	mae:0.121431634243
Bin:period_1-scoreDifferential_-2-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:133	home_cali:0.345864661654	home_model:0.455639247832	away_number:133	away_cali:0.654135338346	away_model:0.379687177059	end_number:133	end_cali:0.0	end_model:0.164673576454	kld:0.260488839524	mae:0.182965441306
Bin:period_3-scoreDifferential_1-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:2802	home_cali:0.277658815132	home_model:0.356703090001	away_number:2802	away_cali:0.483583154889	away_model:0.369769711289	end_number:2802	end_cali:0.236973590293	end_model:0.273527198082	kld:0.0262151752795	mae:0.0764704420861
Bin:period_1-scoreDifferential_1-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:3315	home_cali:0.460331825038	home_model:0.445041627717	away_number:3315	away_cali:0.509200603318	away_model:0.397079428873	end_number:3315	end_cali:0.030467571644	end_model:0.157878944262	kld:0.0920667995547	mae:0.0849409147947
Bin:period_1-scoreDifferential_1-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:7436	home_cali:0.496772458311	home_model:0.463740119682	away_number:7436	away_cali:0.4927380312	away_model:0.384553975505	end_number:7436	end_cali:0.0104895104895	end_model:0.151705904995	kld:0.128304924299	mae:0.0941442629427
Bin:period_2-scoreDifferential_-5-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:1810	home_cali:0.453038674033	home_model:0.414502399304	away_number:1810	away_cali:0.509944751381	away_model:0.361250930201	end_number:1810	end_cali:0.0370165745856	end_model:0.224246669557	kld:0.149386651377	mae:0.124820063627
Bin:period_4-scoreDifferential_1-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:46	home_cali:0.0	home_model:0.279340165951	away_number:46	away_cali:0.0	away_model:0.354519930547	end_number:46	end_cali:0.934782608696	end_model:0.366139901246	kld:0.876170326895	mae:0.400834267982
Bin:period_3-scoreDifferential_5-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:42	home_cali:0.190476190476	home_model:0.346725765438	away_number:42	away_cali:0.52380952381	away_model:0.367527107398	end_number:42	end_cali:0.285714285714	end_model:0.285747131067	kld:0.071472563482	mae:0.104188278909
Bin:period_3-scoreDifferential_-7-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:216	home_cali:0.967592592593	home_model:0.357285560419	away_number:216	away_cali:0.0	away_model:0.345383061027	end_number:216	end_cali:0.0277777777778	end_model:0.29733137745	kld:0.898138751364	mae:0.408414564291
Bin:period_3-scoreDifferential_8-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:7	home_cali:1.0	home_model:0.355484149286	away_number:7	away_cali:0.0	away_model:0.326541547264	end_number:7	end_cali:0.0	end_model:0.317974311965	kld:1.03427461338	mae:0.429677236648
Bin:period_3-scoreDifferential_6-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:32	home_cali:0.9375	home_model:0.295709904283	away_number:32	away_cali:0.0625	away_model:0.393881822005	end_number:32	end_cali:0.0	end_model:0.31040827604	kld:0.966667697259	mae:0.427860064587
Bin:period_3-scoreDifferential_3-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:1480	home_cali:0.306756756757	home_model:0.397933413088	away_number:1480	away_cali:0.296621621622	away_model:0.3318983962	end_number:1480	end_cali:0.394594594595	end_model:0.270168189493	kld:0.0363190221686	mae:0.083626612004
Bin:period_3-scoreDifferential_-6-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:2	home_cali:0.0	home_model:0.399283111095	away_number:2	away_cali:1.0	away_model:0.304337605834	end_number:2	end_cali:0.0	end_model:0.296379268169	kld:1.18961764377	mae:0.463774924477
Bin:period_2-scoreDifferential_2-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:4643	home_cali:0.544906310575	home_model:0.402708931721	away_number:4643	away_cali:0.39500323067	away_model:0.40428195711	end_number:4643	end_cali:0.0600904587551	end_model:0.193009111347	kld:0.0854894148944	mae:0.0947982526291
Bin:period_2-scoreDifferential_-4-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:373	home_cali:0.643431635389	home_model:0.406814810738	away_number:373	away_cali:0.27345844504	away_model:0.37719424832	end_number:373	end_cali:0.083109919571	end_model:0.215990940184	kld:0.127663061867	mae:0.157744549514
Bin:period_2-scoreDifferential_2-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:1764	home_cali:0.476757369615	home_model:0.404049057184	away_number:1764	away_cali:0.459750566893	away_model:0.38909755262	end_number:1764	end_cali:0.0634920634921	end_model:0.206853390686	kld:0.0806107525939	mae:0.095574217966
Bin:period_1-scoreDifferential_2-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:69	home_cali:0.68115942029	home_model:0.442360238645	away_number:69	away_cali:0.31884057971	away_model:0.400755107835	end_number:69	end_cali:0.0	end_model:0.156884649822	kld:0.221131448527	mae:0.159199453197
Bin:period_3-scoreDifferential_0-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:39654	home_cali:0.448781963989	home_model:0.375411785139	away_number:39654	away_cali:0.388863670752	away_model:0.343780073317	end_number:39654	end_cali:0.162354365259	end_model:0.280808141469	kld:0.0390797105327	mae:0.0789691841648
Bin:period_3-scoreDifferential_-3-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:1005	home_cali:0.303482587065	home_model:0.392307837863	away_number:1005	away_cali:0.315422885572	away_model:0.337099654046	end_number:1005	end_cali:0.380099502488	end_model:0.270592508269	kld:0.0302898277244	mae:0.0733363378305
Bin:period_1-scoreDifferential_2-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:381	home_cali:0.488188976378	home_model:0.439047000618	away_number:381	away_cali:0.511811023622	away_model:0.401842441928	end_number:381	end_cali:0.0	end_model:0.159110550923	kld:0.175599673089	mae:0.106073702792
Bin:period_3-scoreDifferential_0-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:4228	home_cali:0.386707663198	home_model:0.369461158705	away_number:4228	away_cali:0.44843897824	away_model:0.361560907158	end_number:4228	end_cali:0.164853358562	end_model:0.268977935	kld:0.0335029560367	mae:0.0694163840044
Bin:period_1-scoreDifferential_0-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:176600	home_cali:0.467327293318	home_model:0.456057388337	away_number:176600	away_cali:0.530826727067	away_model:0.391995375996	end_number:176600	end_cali:0.00184597961495	end_model:0.151947235578	kld:0.164205309214	mae:0.100067504005
Bin:period_1-scoreDifferential_-3-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:235	home_cali:0.425531914894	home_model:0.41382413608	away_number:235	away_cali:0.574468085106	away_model:0.419618990447	end_number:235	end_cali:0.0	end_model:0.166556873601	kld:0.192310790177	mae:0.111037915691
Bin:period_1-scoreDifferential_3-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:80	home_cali:0.35	home_model:0.446407029033	away_number:80	away_cali:0.65	away_model:0.392726251483	end_number:80	end_cali:0.0	end_model:0.160866718553	kld:0.242354407636	mae:0.171515832034
Bin:period_2-scoreDifferential_3-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:6114	home_cali:0.549067713445	home_model:0.415075783922	away_number:6114	away_cali:0.38043833824	away_model:0.374997712135	end_number:6114	end_cali:0.0704939483153	end_model:0.209926504706	kld:0.0821622935733	mae:0.0929550373398
Bin:period_1-scoreDifferential_1-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:486	home_cali:0.366255144033	home_model:0.433203014388	away_number:486	away_cali:0.594650205761	away_model:0.411554422766	end_number:486	end_cali:0.0390946502058	end_model:0.155242562371	kld:0.10345315673	mae:0.122063855172
Bin:period_1-scoreDifferential_4-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:3	home_cali:0.666666666667	home_model:0.468682954709	away_number:3	away_cali:0.333333333333	away_model:0.355989287297	end_number:3	end_cali:0.0	end_model:0.175327703357	kld:0.212989870973	mae:0.131989123093
Bin:period_3-scoreDifferential_6-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:345	home_cali:0.452173913043	home_model:0.384576672661	away_number:345	away_cali:0.504347826087	away_model:0.330316791727	end_number:345	end_cali:0.0405797101449	end_model:0.285106531828	kld:0.20755073757	mae:0.162051698808
Bin:period_2-scoreDifferential_-5-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:63	home_cali:0.15873015873	home_model:0.392330151702	away_number:63	away_cali:0.84126984127	away_model:0.391002459659	end_number:63	end_cali:0.0	end_model:0.216667383436	kld:0.500945172168	mae:0.300178252673
Bin:period_3-scoreDifferential_-3-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:20923	home_cali:0.238971466807	home_model:0.364060528421	away_number:20923	away_cali:0.35759690293	away_model:0.342539756847	end_number:20923	end_cali:0.401089709889	end_model:0.293399714714	kld:0.0401824760137	mae:0.0826120676241
Bin:period_2-scoreDifferential_2-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:445	home_cali:0.444943820225	home_model:0.413095430168	away_number:445	away_cali:0.512359550562	away_model:0.383097420055	end_number:445	end_cali:0.0426966292135	end_model:0.203807153626	kld:0.115270597606	mae:0.107407014992
Bin:period_3-scoreDifferential_6-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:216	home_cali:0.439814814815	home_model:0.365198442919	away_number:216	away_cali:0.523148148148	away_model:0.335389958212	end_number:216	end_cali:0.037037037037	end_model:0.299411596178	kld:0.236939885548	mae:0.174916373658
Bin:period_2-scoreDifferential_-3-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:11059	home_cali:0.496518672574	home_model:0.418769086412	away_number:11059	away_cali:0.463152183742	away_model:0.368473662768	end_number:11059	end_cali:0.0403291436839	end_model:0.212757251153	kld:0.123403979388	mae:0.114952071535
Bin:period_1-scoreDifferential_2-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:9334	home_cali:0.460788515106	home_model:0.445219331848	away_number:9334	away_cali:0.526462395543	away_model:0.389122138134	end_number:9334	end_cali:0.0127490893508	end_model:0.165658530565	kld:0.142286191528	mae:0.101939627294
Bin:period_4-scoreDifferential_1-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:18	home_cali:0.0	home_model:0.304910142389	away_number:18	away_cali:0.0	away_model:0.36390404486	end_number:18	end_cali:1.0	end_model:0.331185794539	kld:1.1050757438	mae:0.445876130903
Bin:period_3-scoreDifferential_2-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:2357	home_cali:0.328807806534	home_model:0.372267893413	away_number:2357	away_cali:0.554518455664	away_model:0.353320092513	end_number:2357	end_cali:0.115825201527	end_model:0.274412013031	kld:0.109212535306	mae:0.134415087178
Bin:period_1-scoreDifferential_-3-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:517	home_cali:0.493230174081	home_model:0.400442555576	away_number:517	away_cali:0.506769825919	away_model:0.436381652375	end_number:517	end_cali:0.0	end_model:0.163175793685	kld:0.178574147537	mae:0.108783861912
Bin:period_3-scoreDifferential_2-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:192	home_cali:0.630208333333	home_model:0.367034127198	away_number:192	away_cali:0.302083333333	away_model:0.365213065913	end_number:192	end_cali:0.0677083333333	end_model:0.267752804861	kld:0.190269955594	mae:0.175449470081
Bin:period_4-scoreDifferential_0-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:316	home_cali:0.25	home_model:0.34328393044	away_number:316	away_cali:0.196202531646	away_model:0.322629235968	end_number:316	end_cali:0.553797468354	end_model:0.334086835762	kld:0.103031368692	mae:0.146473755785
Bin:period_2-scoreDifferential_-2-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:7739	home_cali:0.547228324073	home_model:0.416642692276	away_number:7739	away_cali:0.423310505233	away_model:0.383620568494	end_number:7739	end_cali:0.0294611706939	end_model:0.199736739312	kld:0.134483992975	mae:0.113517045718
Bin:period_1-scoreDifferential_5-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:48	home_cali:0.0	home_model:0.425717476134	away_number:48	away_cali:1.0	away_model:0.403729044522	end_number:48	end_cali:0.0	end_model:0.170553481517	kld:0.907011303505	mae:0.397513971043
Bin:period_3-scoreDifferential_-6-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:69	home_cali:0.971014492754	home_model:0.286555556715	away_number:69	away_cali:0.0289855072464	away_model:0.40462089276	end_number:69	end_cali:0.0	end_model:0.308823548797	kld:1.10862450747	mae:0.456305956783
Bin:period_2-scoreDifferential_4-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:526	home_cali:0.195817490494	home_model:0.346813516755	away_number:526	away_cali:0.157794676806	away_model:0.45174478697	end_number:526	end_cali:0.6463878327	end_model:0.201441698456	kld:0.475721249753	mae:0.296630756889
Bin:period_3-scoreDifferential_5-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:76	home_cali:0.0	home_model:0.397869097167	away_number:76	away_cali:0.828947368421	away_model:0.326980283778	end_number:76	end_cali:0.171052631579	end_model:0.275150615918	kld:0.689824501548	mae:0.33464472205
Bin:period_3-scoreDifferential_-4-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:544	home_cali:0.211397058824	home_model:0.366867083727	away_number:544	away_cali:0.159926470588	away_model:0.345556530499	end_number:544	end_cali:0.625	end_model:0.287576384486	kld:0.245415326934	mae:0.226174566776
