Bin:all	home_number:4532064	home_cali:0.42193578908	home_model:0.420020000453	away_number:4532064	away_cali:0.467705663468	away_model:0.375441804343	end_number:4532064	end_cali:0.110112081383	end_model:0.204538195013	kld:0.0365042179127	mae:0.0628685871273
Bin:period_3-scoreDifferential_-4-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:2180	home_cali:0.179816513761	home_model:0.364825351108	away_number:2180	away_cali:0.423853211009	away_model:0.376294332231	end_number:2180	end_cali:0.395871559633	end_model:0.258880315772	kld:0.0913643553061	mae:0.123186319995
Bin:period_2-scoreDifferential_4-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:102	home_cali:0.323529411765	home_model:0.379260241109	away_number:102	away_cali:0.28431372549	away_model:0.420587987584	end_number:102	end_cali:0.392156862745	end_model:0.200151771599	kld:0.101009577495	mae:0.128003394195
Bin:period_2-scoreDifferential_7-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:135	home_cali:1.0	home_model:0.443902722994	away_number:135	away_cali:0.0	away_model:0.341244792055	end_number:135	end_cali:0.0	end_model:0.214852485723	kld:0.812149828521	mae:0.370731518261
Bin:period_2-scoreDifferential_0-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:1000	home_cali:0.426	home_model:0.436061869053	away_number:1000	away_cali:0.558	away_model:0.3786322182	end_number:1000	end_cali:0.016	end_model:0.185305912422	kld:0.167253255812	mae:0.119578521092
Bin:period_3-scoreDifferential_3-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:8575	home_cali:0.23556851312	home_model:0.365013318281	away_number:8575	away_cali:0.355451895044	away_model:0.350373497023	end_number:8575	end_cali:0.408163265306	end_model:0.284613185118	kld:0.0491096742643	mae:0.0860244277899
Bin:period_2-scoreDifferential_7-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:9	home_cali:1.0	home_model:0.363815132115	away_number:9	away_cali:0.0	away_model:0.40422639913	end_number:9	end_cali:0.0	end_model:0.231958477034	kld:1.01110941472	mae:0.424123248016
Bin:period_2-scoreDifferential_-4-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:451	home_cali:0.328159645233	home_model:0.436493535792	away_number:451	away_cali:0.671840354767	away_model:0.364947160239	end_number:451	end_cali:0.0	end_model:0.198559304034	kld:0.316387578331	mae:0.204595463041
Bin:period_3-scoreDifferential_3-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:2704	home_cali:0.319896449704	home_model:0.373157222317	away_number:2704	away_cali:0.0514053254438	away_model:0.369475169655	end_number:2704	end_cali:0.627218934911	end_model:0.257367608057	kld:0.408066769022	mae:0.247060647893
Bin:period_2-scoreDifferential_-2-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:2665	home_cali:0.521200750469	home_model:0.422781194218	away_number:2665	away_cali:0.456285178236	away_model:0.381372002254	end_number:2665	end_cali:0.0225140712946	end_model:0.195846804004	kld:0.142206321154	mae:0.115555154981
Bin:period_2-scoreDifferential_1-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:678	home_cali:0.488200589971	home_model:0.422973665184	away_number:678	away_cali:0.495575221239	away_model:0.390666513668	end_number:678	end_cali:0.0162241887906	end_model:0.186359821724	kld:0.148289823491	mae:0.113423755097
Bin:period_4-scoreDifferential_0-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:30	home_cali:0.5	home_model:0.357161322236	away_number:30	away_cali:0.0	away_model:0.323770049214	end_number:30	end_cali:0.466666666667	end_model:0.319068634068	kld:0.345641129265	mae:0.204735586526
Bin:period_1-scoreDifferential_-2-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:625	home_cali:0.4912	home_model:0.457626405716	away_number:625	away_cali:0.5088	away_model:0.39250055542	end_number:625	end_cali:0.0	end_model:0.149873035562	kld:0.16681837023	mae:0.0999153581421
Bin:period_1-scoreDifferential_-3-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:33	home_cali:0.424242424242	home_model:0.47699784781	away_number:33	away_cali:0.575757575758	away_model:0.373696422938	end_number:33	end_cali:0.0	end_model:0.149305726994	kld:0.199142987795	mae:0.13470743446
Bin:period_1-scoreDifferential_1-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:525	home_cali:0.459047619048	home_model:0.468268302182	away_number:525	away_cali:0.518095238095	away_model:0.391428182686	end_number:525	end_cali:0.0228571428571	end_model:0.140303514104	kld:0.0946470409645	mae:0.0844447032639
Bin:period_3-scoreDifferential_7-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:103	home_cali:0.932038834951	home_model:0.440272615373	away_number:103	away_cali:0.00970873786408	away_model:0.294106866857	end_number:103	end_cali:0.0582524271845	end_model:0.265620513977	kld:0.577509717716	mae:0.327844145122
Bin:period_2-scoreDifferential_5-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:165	home_cali:0.0909090909091	home_model:0.390324181318	away_number:165	away_cali:0.909090909091	away_model:0.39657545162	end_number:165	end_cali:0.0	end_model:0.213100367152	kld:0.621697288558	mae:0.341676971678
Bin:period_2-scoreDifferential_1-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:26012	home_cali:0.445486698447	home_model:0.424177182219	away_number:26012	away_cali:0.499308011687	away_model:0.380259632781	end_number:26012	end_cali:0.0552052898662	end_model:0.195563184392	kld:0.0880069948273	mae:0.0935719298862
Bin:period_2-scoreDifferential_-2-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:11697	home_cali:0.422416004104	home_model:0.422906254042	away_number:11697	away_cali:0.543985637343	away_model:0.376711451812	end_number:11697	end_cali:0.0335983585535	end_model:0.200382293818	kld:0.139395666276	mae:0.111516123578
Bin:period_1-scoreDifferential_0-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:9931	home_cali:0.519987916625	home_model:0.473074323866	away_number:9931	away_cali:0.477796797906	away_model:0.389143208833	end_number:9931	end_cali:0.00221528546974	end_model:0.137782466969	kld:0.13807878113	mae:0.0903781211105
Bin:period_1-scoreDifferential_1-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:38231	home_cali:0.468703408229	home_model:0.466813164634	away_number:38231	away_cali:0.514608563731	away_model:0.390039701704	end_number:38231	end_cali:0.0166880280401	end_model:0.143147133087	kld:0.108656349904	mae:0.0843060702229
Bin:period_3-scoreDifferential_6-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:498	home_cali:0.544176706827	home_model:0.364659977007	away_number:498	away_cali:0.403614457831	away_model:0.341542718461	end_number:498	end_cali:0.0522088353414	end_model:0.293797300822	kld:0.195039177989	mae:0.161058978224
Bin:period_2-scoreDifferential_7-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:49	home_cali:1.0	home_model:0.539471670681	away_number:49	away_cali:0.0	away_model:0.278438445865	end_number:49	end_cali:0.0	end_model:0.18208988315	kld:0.617165001654	mae:0.307018886111
Bin:period_2-scoreDifferential_2-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:28468	home_cali:0.41885625966	home_model:0.422712926848	away_number:28468	away_cali:0.54608683434	away_model:0.37761586529	end_number:28468	end_cali:0.0350569059997	end_model:0.199671207993	kld:0.136624234541	mae:0.11231397941
Bin:period_3-scoreDifferential_-6-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:363	home_cali:0.443526170799	home_model:0.359180336172	away_number:363	away_cali:0.520661157025	away_model:0.351335094374	end_number:363	end_cali:0.0358126721763	end_model:0.289484569078	kld:0.223519385382	mae:0.16911459806
Bin:period_2-scoreDifferential_-1-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:5538	home_cali:0.488262910798	home_model:0.410206552779	away_number:5538	away_cali:0.488082340195	away_model:0.40797574961	end_number:5538	end_cali:0.0236547490069	end_model:0.181817697164	kld:0.124311257032	mae:0.105441965587
Bin:period_1-scoreDifferential_-2-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:8897	home_cali:0.480836236934	home_model:0.461619159519	away_number:8897	away_cali:0.50590086546	away_model:0.385604451888	end_number:8897	end_cali:0.0132628976059	end_model:0.152776388484	kld:0.124563619872	mae:0.0930089939549
Bin:period_2-scoreDifferential_1-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:4776	home_cali:0.450795644891	home_model:0.424873766082	away_number:4776	away_cali:0.494556113903	away_model:0.387031138555	end_number:4776	end_cali:0.054648241206	end_model:0.18809509599	kld:0.0803932635926	mae:0.0889645696471
Bin:period_3-scoreDifferential_-1-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:429	home_cali:0.20979020979	home_model:0.380497383071	away_number:429	away_cali:0.459207459207	away_model:0.347152587682	end_number:429	end_cali:0.328671328671	end_model:0.272350027425	kld:0.0653349594925	mae:0.113027782018
Bin:period_2-scoreDifferential_5-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:4	home_cali:1.0	home_model:0.472889237106	away_number:4	away_cali:0.0	away_model:0.35079626739	end_number:4	end_cali:0.0	end_model:0.176314521581	kld:0.748894084573	mae:0.351407183955
Bin:period_2-scoreDifferential_-5-zone_oz-manpowerSituation_shortHanded-home_away_1-	home_number:27	home_cali:0.0740740740741	home_model:0.440970361233	away_number:27	away_cali:0.925925925926	away_model:0.338747314833	end_number:27	end_cali:0.0	end_model:0.220282325038	kld:0.798913726062	mae:0.391452407763
Bin:period_2-scoreDifferential_7-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:7	home_cali:1.0	home_model:0.345145404339	away_number:7	away_cali:0.0	away_model:0.426513373852	end_number:7	end_cali:0.0	end_model:0.228341219681	kld:1.06378948443	mae:0.436569729731
Bin:period_2-scoreDifferential_-4-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:228	home_cali:0.578947368421	home_model:0.417719019217	away_number:228	away_cali:0.315789473684	away_model:0.376170000486	end_number:228	end_cali:0.105263157895	end_model:0.206110976571	kld:0.0629859643198	mae:0.107485564894
Bin:period_3-scoreDifferential_-6-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:22	home_cali:0.409090909091	home_model:0.382149360397	away_number:22	away_cali:0.590909090909	away_model:0.349253254858	end_number:22	end_cali:0.0	end_model:0.268597384068	kld:0.338608003507	mae:0.179064922938
Bin:period_2-scoreDifferential_-5-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:37	home_cali:1.0	home_model:0.492100802628	away_number:37	away_cali:0.0	away_model:0.318243936107	end_number:37	end_cali:0.0	end_model:0.189655253613	kld:0.709071695729	mae:0.338599462364
Bin:period_2-scoreDifferential_5-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:23	home_cali:0.0	home_model:0.376444812702	away_number:23	away_cali:1.0	away_model:0.429451466902	end_number:23	end_cali:0.0	end_model:0.1941037191	kld:0.845246538614	mae:0.3803656883
Bin:period_3-scoreDifferential_-5-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:156	home_cali:0.198717948718	home_model:0.367313464483	away_number:156	away_cali:0.711538461538	away_model:0.356891205678	end_number:156	end_cali:0.0897435897436	end_model:0.275795331941	kld:0.268126887109	mae:0.236431504608
Bin:period_3-scoreDifferential_-6-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:2485	home_cali:0.211670020121	home_model:0.350565631289	away_number:2485	away_cali:0.0680080482897	away_model:0.361466236877	end_number:2485	end_cali:0.718712273642	end_model:0.287968130904	kld:0.436940386201	mae:0.287699314164
Bin:period_1-scoreDifferential_-4-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:117	home_cali:0.264957264957	home_model:0.438769635736	away_number:117	away_cali:0.735042735043	away_model:0.39748408932	end_number:117	end_cali:0.0	end_model:0.163746274944	kld:0.318238936122	mae:0.225039097149
Bin:period_3-scoreDifferential_7-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:372	home_cali:0.561827956989	home_model:0.350372032493	away_number:372	away_cali:0.231182795699	away_model:0.382063390367	end_number:372	end_cali:0.206989247312	end_model:0.267564581196	kld:0.0960212080097	mae:0.140970617683
Bin:period_3-scoreDifferential_-5-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:44	home_cali:0.227272727273	home_model:0.329638488591	away_number:44	away_cali:0.159090909091	away_model:0.381290169602	end_number:44	end_cali:0.613636363636	end_model:0.289071344178	kld:0.238332503642	mae:0.216376680429
Bin:period_3-scoreDifferential_-2-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:16026	home_cali:0.311743416947	home_model:0.365899131425	away_number:16026	away_cali:0.483464370398	away_model:0.352598123235	end_number:16026	end_cali:0.204105828029	end_model:0.281502745306	kld:0.0370499367201	mae:0.0874729596394
Bin:period_1-scoreDifferential_4-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:206	home_cali:0.21359223301	home_model:0.455947406518	away_number:206	away_cali:0.78640776699	away_model:0.380288212479	end_number:206	end_cali:0.0	end_model:0.163764379123	kld:0.409392582696	mae:0.270746369047
Bin:period_3-scoreDifferential_-4-zone_nz-manpowerSituation_evenStrength-home_away_1-	home_number:4509	home_cali:0.162563761366	home_model:0.361278295272	away_number:4509	away_cali:0.24750499002	away_model:0.347724737429	end_number:4509	end_cali:0.589487691284	end_model:0.29099696638	kld:0.202176787943	mae:0.19914166874
Bin:period_3-scoreDifferential_5-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:2926	home_cali:0.124060150376	home_model:0.355075815485	away_number:2926	away_cali:0.327067669173	away_model:0.34426653596	end_number:2926	end_cali:0.545796308954	end_model:0.300657647924	kld:0.178224730575	mae:0.164451064309
Bin:period_2-scoreDifferential_-3-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:2505	home_cali:0.261477045908	home_model:0.398597733724	away_number:2505	away_cali:0.639520958084	away_model:0.410741248272	end_number:2505	end_cali:0.099001996008	end_model:0.190661017314	kld:0.108029698517	mae:0.152519806311
Bin:period_3-scoreDifferential_0-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:497	home_cali:0.420523138833	home_model:0.380816632953	away_number:497	away_cali:0.442655935614	away_model:0.360496859675	end_number:497	end_cali:0.136820925553	end_model:0.258686506832	kld:0.0454423544604	mae:0.0812437210324
Bin:period_1-scoreDifferential_-3-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:16	home_cali:0.8125	home_model:0.483433285728	away_number:16	away_cali:0.1875	away_model:0.357554262504	end_number:16	end_cali:0.0	end_model:0.159012459219	kld:0.300819298775	mae:0.219377811998
Bin:period_2-scoreDifferential_-3-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:1559	home_cali:0.559974342527	home_model:0.433919881822	away_number:1559	away_cali:0.425272610648	away_model:0.382773262786	end_number:1559	end_cali:0.0147530468249	end_model:0.183306854216	kld:0.150413345999	mae:0.112369205319
Bin:period_3-scoreDifferential_5-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:45	home_cali:0.0	home_model:0.391670705875	away_number:45	away_cali:0.777777777778	away_model:0.352653377586	end_number:45	end_cali:0.222222222222	end_model:0.255675919851	kld:0.584024533429	mae:0.283416267898
Bin:period_2-scoreDifferential_-6-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:43	home_cali:1.0	home_model:0.404187224632	away_number:43	away_cali:0.0	away_model:0.388420125773	end_number:43	end_cali:0.0	end_model:0.207392646823	kld:0.905877076653	mae:0.397208515988
Bin:period_3-scoreDifferential_-1-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:2734	home_cali:0.390636430139	home_model:0.399052022198	away_number:2734	away_cali:0.351133869788	away_model:0.343371129343	end_number:2734	end_cali:0.258229700073	end_model:0.257576848791	kld:0.00017728877322	mae:0.00561039459521
Bin:period_3-scoreDifferential_7-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:1	home_cali:0.0	home_model:0.313195854425	away_number:1	away_cali:1.0	away_model:0.375790596008	end_number:1	end_cali:0.0	end_model:0.311013579369	kld:0.978723211802	mae:0.416139612595
Bin:period_1-scoreDifferential_0-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:29312	home_cali:0.402872543668	home_model:0.4635560163	away_number:29312	away_cali:0.594500545852	away_model:0.404652832882	end_number:29312	end_cali:0.00262691048035	end_model:0.131791149854	kld:0.161888419999	mae:0.126565141658
Bin:period_3-scoreDifferential_-5-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:2606	home_cali:0.132770529547	home_model:0.360777498206	away_number:2606	away_cali:0.388718342287	away_model:0.344371678595	end_number:2606	end_cali:0.477743668457	end_model:0.294850822398	kld:0.144925575851	mae:0.151748826137
Bin:period_1-scoreDifferential_-3-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:160	home_cali:0.5625	home_model:0.414260509424	away_number:160	away_cali:0.4375	away_model:0.430219115131	end_number:160	end_cali:0.0	end_model:0.155520375352	kld:0.179408708676	mae:0.103680250266
Bin:period_2-scoreDifferential_0-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:30745	home_cali:0.462123922589	home_model:0.427450724823	away_number:30745	away_cali:0.515856236786	away_model:0.378559712155	end_number:30745	end_cali:0.0220198406245	end_model:0.193989562935	kld:0.14776475196	mae:0.114646481569
Bin:period_1-scoreDifferential_-2-zone_oz-manpowerSituation_powerPlay-home_away_0-	home_number:1850	home_cali:0.30972972973	home_model:0.431763190376	away_number:1850	away_cali:0.69027027027	away_model:0.424583146371	end_number:1850	end_cali:0.0	end_model:0.143653662192	kld:0.232569190694	mae:0.177124748913
Bin:period_3-scoreDifferential_-5-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:95	home_cali:0.0	home_model:0.409509117352	away_number:95	away_cali:0.757894736842	away_model:0.33451078738	end_number:95	end_cali:0.242105263158	end_model:0.255980095424	kld:0.606371621386	mae:0.28225596636
Bin:period_2-scoreDifferential_5-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:1688	home_cali:0.484597156398	home_model:0.414743773463	away_number:1688	away_cali:0.472748815166	away_model:0.372795578428	end_number:1688	end_cali:0.042654028436	end_model:0.212460647562	kld:0.119238054822	mae:0.113204412933
Bin:period_1-scoreDifferential_-4-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:8	home_cali:0.0	home_model:0.387957647443	away_number:8	away_cali:1.0	away_model:0.454305805266	end_number:8	end_cali:0.0	end_model:0.157736537978	kld:0.788984723446	mae:0.363796126718
Bin:period_2-scoreDifferential_1-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:2459	home_cali:0.471329808865	home_model:0.398875613094	away_number:2459	away_cali:0.502643350956	away_model:0.415375586701	end_number:2459	end_cali:0.0260268401789	end_model:0.185748799502	kld:0.123372193044	mae:0.10648130645
Bin:period_2-scoreDifferential_1-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:63907	home_cali:0.460732001189	home_model:0.423758827394	away_number:63907	away_cali:0.480213435148	away_model:0.380158864539	end_number:63907	end_cali:0.0590545636628	end_model:0.196082308237	kld:0.0798691580826	mae:0.0913518296596
Bin:period_2-scoreDifferential_0-zone_oz-manpowerSituation_powerPlay-home_away_1-	home_number:14192	home_cali:0.535512965051	home_model:0.414084649398	away_number:14192	away_cali:0.443700676437	away_model:0.407800673171	end_number:14192	end_cali:0.0207863585118	end_model:0.178114676612	kld:0.130493620135	mae:0.104885545673
Bin:period_4-scoreDifferential_0-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:6607	home_cali:0.31527168155	home_model:0.334093540579	away_number:6607	away_cali:0.218707431512	away_model:0.3351343686	end_number:6607	end_cali:0.453155743908	end_model:0.330772090201	kld:0.0310312495368	mae:0.085877483275
Bin:period_1-scoreDifferential_1-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:54538	home_cali:0.487146576699	home_model:0.465047670491	away_number:54538	away_cali:0.498404781987	away_model:0.388727711531	end_number:54538	end_cali:0.0144486413143	end_model:0.146224618072	kld:0.113044090054	mae:0.0878506511403
Bin:period_2-scoreDifferential_0-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:3250	home_cali:0.443692307692	home_model:0.447707607462	away_number:3250	away_cali:0.503692307692	away_model:0.366362945456	end_number:3250	end_cali:0.0526153846154	end_model:0.185929445505	kld:0.089929226226	mae:0.0915529076319
Bin:period_3-scoreDifferential_1-zone_nz-manpowerSituation_powerPlay-home_away_1-	home_number:1279	home_cali:0.371383893667	home_model:0.409709403625	away_number:1279	away_cali:0.398749022674	away_model:0.335176822261	end_number:1279	end_cali:0.229867083659	end_model:0.255113773683	kld:0.00882395509795	mae:0.0423814667982
Bin:period_3-scoreDifferential_6-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:92	home_cali:0.119565217391	home_model:0.359393370216	away_number:92	away_cali:0.163043478261	away_model:0.376438996714	end_number:92	end_cali:0.717391304348	end_model:0.264167632422	kld:0.448687848254	mae:0.302149114401
Bin:period_2-scoreDifferential_3-zone_dz-manpowerSituation_shortHanded-home_away_1-	home_number:1246	home_cali:0.284911717496	home_model:0.415597156192	away_number:1246	away_cali:0.602728731942	away_model:0.391378524694	end_number:1246	end_cali:0.112359550562	end_model:0.193024320166	kld:0.0918896211702	mae:0.140900138516
Bin:period_3-scoreDifferential_-6-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:127	home_cali:0.251968503937	home_model:0.376441148088	away_number:127	away_cali:0.188976377953	away_model:0.34608254611	end_number:127	end_cali:0.551181102362	end_model:0.27747630369	kld:0.162795130971	mae:0.185094536993
Bin:period_1-scoreDifferential_-1-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:425	home_cali:0.475294117647	home_model:0.466227960026	away_number:425	away_cali:0.52	away_model:0.391100973873	end_number:425	end_cali:0.00470588235294	end_model:0.142671064016	kld:0.141227328666	mae:0.0919767884706
Bin:period_1-scoreDifferential_-4-zone_nz-manpowerSituation_shortHanded-home_away_1-	home_number:6	home_cali:0.0	home_model:0.385737910867	away_number:6	away_cali:1.0	away_model:0.467148755987	end_number:6	end_cali:0.0	end_model:0.147113333146	kld:0.761107532374	mae:0.355234162675
Bin:period_2-scoreDifferential_0-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:56202	home_cali:0.505106579837	home_model:0.420972329491	away_number:56202	away_cali:0.471210988933	away_model:0.387430245852	end_number:56202	end_cali:0.0236824312302	end_model:0.191597424402	kld:0.1347686616	mae:0.111943328866
Bin:period_3-scoreDifferential_4-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:532	home_cali:0.152255639098	home_model:0.334227598867	away_number:532	away_cali:0.298872180451	away_model:0.382221605153	end_number:532	end_cali:0.543233082707	end_model:0.28355079584	kld:0.15995081278	mae:0.175001223779
Bin:period_3-scoreDifferential_7-zone_dz-manpowerSituation_evenStrength-home_away_0-	home_number:492	home_cali:0.337398373984	home_model:0.356766924928	away_number:492	away_cali:0.243902439024	away_model:0.347635126695	end_number:492	end_cali:0.416666666667	end_model:0.295597949255	kld:0.0377675354121	mae:0.0813899853426
Bin:period_3-scoreDifferential_4-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:6394	home_cali:0.134501094776	home_model:0.367093804398	away_number:6394	away_cali:0.310760087582	away_model:0.35410798905	end_number:6394	end_cali:0.553331248045	end_model:0.278798206955	kld:0.2036667425	mae:0.183491217393
Bin:period_2-scoreDifferential_-4-zone_dz-manpowerSituation_evenStrength-home_away_1-	home_number:4194	home_cali:0.394611349547	home_model:0.417299176263	away_number:4194	away_cali:0.506676204101	away_model:0.378488150391	end_number:4194	end_cali:0.0987124463519	end_model:0.204212673982	kld:0.0539723648613	mae:0.0854587026854
Bin:period_1-scoreDifferential_5-zone_oz-manpowerSituation_evenStrength-home_away_0-	home_number:66	home_cali:0.0151515151515	home_model:0.39358023873	away_number:66	away_cali:0.984848484848	away_model:0.45173543511	end_number:66	end_cali:0.0	end_model:0.154684325123	kld:0.718230881107	mae:0.35540869948
Bin:period_4-scoreDifferential_0-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:35	home_cali:0.371428571429	home_model:0.322128031935	away_number:35	away_cali:0.0571428571429	away_model:0.351012203523	end_number:35	end_cali:0.571428571429	end_model:0.326859758581	kld:0.268369426533	mae:0.195912899574
Bin:period_1-scoreDifferential_3-zone_nz-manpowerSituation_evenStrength-home_away_0-	home_number:1328	home_cali:0.34186746988	home_model:0.459790552215	away_number:1328	away_cali:0.65813253012	away_model:0.385898107147	end_number:1328	end_cali:0.0	end_model:0.154311339388	kld:0.250021122446	mae:0.181489614899
Bin:period_2-scoreDifferential_5-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:38	home_cali:0.184210526316	home_model:0.431103061689	away_number:38	away_cali:0.815789473684	away_model:0.379920906142	end_number:38	end_cali:0.0	end_model:0.188976030601	kld:0.46679249408	mae:0.290579044505
Bin:period_2-scoreDifferential_-5-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:9	home_cali:0.0	home_model:0.411462707652	away_number:9	away_cali:1.0	away_model:0.38374661737	end_number:9	end_cali:0.0	end_model:0.204790673322	kld:0.957772790368	mae:0.410835587868
Bin:period_2-scoreDifferential_-2-zone_nz-manpowerSituation_powerPlay-home_away_0-	home_number:1310	home_cali:0.493893129771	home_model:0.431432908341	away_number:1310	away_cali:0.486259541985	away_model:0.377679183601	end_number:1310	end_cali:0.0198473282443	end_model:0.19088790485	kld:0.14472765396	mae:0.11402705214
Bin:period_2-scoreDifferential_6-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:24	home_cali:1.0	home_model:0.345375223706	away_number:24	away_cali:0.0	away_model:0.444920620571	end_number:24	end_cali:0.0	end_model:0.209704145168	kld:1.06312384357	mae:0.436416514011
Bin:period_3-scoreDifferential_3-zone_dz-manpowerSituation_powerPlay-home_away_1-	home_number:1088	home_cali:0.321691176471	home_model:0.365662131787	away_number:1088	away_cali:0.0652573529412	away_model:0.357307836468	end_number:1088	end_cali:0.606617647059	end_model:0.277030032566	kld:0.323281636909	mae:0.221869684445
Bin:period_3-scoreDifferential_-5-zone_oz-manpowerSituation_evenStrength-home_away_1-	home_number:3697	home_cali:0.225317825264	home_model:0.367201256725	away_number:3697	away_cali:0.203137679199	away_model:0.344457329096	end_number:3697	end_cali:0.571003516365	end_model:0.288341414381	kld:0.172819206089	mae:0.188621727781
Bin:period_3-scoreDifferential_-2-zone_dz-manpowerSituation_powerPlay-home_away_0-	home_number:1786	home_cali:0.445128779395	home_model:0.349794588124	away_number:1786	away_cali:0.418812989922	away_model:0.381565168867	end_number:1786	end_cali:0.136058230683	end_model:0.26864024215	kld:0.0537342018045	mae:0.088388007931
Bin:period_4-scoreDifferential_0-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:24	home_cali:0.458333333333	home_model:0.359196079274	away_number:24	away_cali:0.125	away_model:0.320450021885	end_number:24	end_cali:0.375	end_model:0.320353898629	kld:0.0530946211343	mae:0.116411125772
Bin:period_1-scoreDifferential_-3-zone_nz-manpowerSituation_shortHanded-home_away_0-	home_number:19	home_cali:0.631578947368	home_model:0.497544567836	away_number:19	away_cali:0.210526315789	away_model:0.350271676716	end_number:19	end_cali:0.157894736842	end_model:0.152183739763	kld:0.0492936876125	mae:0.0931635791795
Bin:period_2-scoreDifferential_-2-zone_oz-manpowerSituation_shortHanded-home_away_0-	home_number:349	home_cali:0.458452722063	home_model:0.413539680239	away_number:349	away_cali:0.492836676218	away_model:0.39241516588	end_number:349	end_cali:0.0487106017192	end_model:0.194045153767	kld:0.0922371737176	mae:0.0968897014033
Bin:period_3-scoreDifferential_1-zone_dz-manpowerSituation_shortHanded-home_away_0-	home_number:4685	home_cali:0.376520811099	home_model:0.384866617622	away_number:4685	away_cali:0.388046958378	away_model:0.351828754419	end_number:4685	end_cali:0.234791889007	end_model:0.263304628058	kld:0.00285688982642	mae:0.0243589165106
